player_id,player_name,team,team_crest,position,dob,nationality,photo_url
6491,Alexander Nübel,Germany,https://crests.football-data.org/759.svg,Goalkeeper,1996-09-30,Germany,https://img.sofascore.com/api/v1/player/6491/image
149,Jonathan Tah,Germany,https://crests.football-data.org/759.svg,Defence,1996-02-11,Germany,https://img.sofascore.com/api/v1/player/149/image
379,Waldemar Anton,Germany,https://crests.football-data.org/759.svg,Defence,1996-07-20,Germany,https://img.sofascore.com/api/v1/player/379/image
3177,Antonio Rüdiger,Germany,https://crests.football-data.org/759.svg,Defence,1993-03-03,Germany,https://img.sofascore.com/api/v1/player/3177/image
9905,David Raum,Germany,https://crests.football-data.org/759.svg,Defence,1998-04-22,Germany,https://img.sofascore.com/api/v1/player/9905/image
75539,Nico Schlotterbeck,Germany,https://crests.football-data.org/759.svg,Defence,1999-12-01,Germany,https://img.sofascore.com/api/v1/player/75539/image
142732,Malick Thiaw,Germany,https://crests.football-data.org/759.svg,Defence,2001-08-08,Germany,https://img.sofascore.com/api/v1/player/142732/image
184533,Nathaniel Brown,Germany,https://crests.football-data.org/759.svg,Defence,2003-06-16,Germany,https://img.sofascore.com/api/v1/player/184533/image
320,Nadiem Amiri,Germany,https://crests.football-data.org/759.svg,Midfield,1996-10-27,Germany,https://img.sofascore.com/api/v1/player/320/image
359,Joshua Kimmich,Germany,https://crests.football-data.org/759.svg,Midfield,1995-02-08,Germany,https://img.sofascore.com/api/v1/player/359/image
3181,Leon Goretzka,Germany,https://crests.football-data.org/759.svg,Midfield,1995-02-06,Germany,https://img.sofascore.com/api/v1/player/3181/image
8273,Pascal Groß,Germany,https://crests.football-data.org/759.svg,Midfield,1991-06-15,Germany,https://img.sofascore.com/api/v1/player/8273/image
19334,Florian Wirtz,Germany,https://crests.football-data.org/759.svg,Midfield,2003-05-03,Germany,https://img.sofascore.com/api/v1/player/19334/image
101074,Felix Kalu Nmecha,Germany,https://crests.football-data.org/759.svg,Midfield,2000-10-10,Germany,https://img.sofascore.com/api/v1/player/101074/image
128565,Angelo Stiller,Germany,https://crests.football-data.org/759.svg,Midfield,2001-04-04,Germany,https://img.sofascore.com/api/v1/player/128565/image
144393,Jamal Musiala,Germany,https://crests.football-data.org/759.svg,Midfield,2003-02-26,Germany,https://img.sofascore.com/api/v1/player/144393/image
202665,Aleksandar Pavlović,Germany,https://crests.football-data.org/759.svg,Midfield,2004-05-03,Germany,https://img.sofascore.com/api/v1/player/202665/image
277592,Lennart Karl,Germany,https://crests.football-data.org/759.svg,Midfield,2008-02-22,Germany,https://img.sofascore.com/api/v1/player/277592/image
171,Kai Havertz,Germany,https://crests.football-data.org/759.svg,Offence,1999-06-11,Germany,https://img.sofascore.com/api/v1/player/171/image
3184,Leroy Sané,Germany,https://crests.football-data.org/759.svg,Offence,1996-01-11,Germany,https://img.sofascore.com/api/v1/player/3184/image
6928,Deniz Undav,Germany,https://crests.football-data.org/759.svg,Offence,1996-07-19,Germany,https://img.sofascore.com/api/v1/player/6928/image
123333,Jamie Leweling,Germany,https://crests.football-data.org/759.svg,Offence,2001-02-26,Germany,https://img.sofascore.com/api/v1/player/123333/image
133547,Nick Woltemade,Germany,https://crests.football-data.org/759.svg,Offence,2002-02-14,Germany,https://img.sofascore.com/api/v1/player/133547/image
133903,Maximilian Beier,Germany,https://crests.football-data.org/759.svg,Offence,2002-10-17,Germany,https://img.sofascore.com/api/v1/player/133903/image
4832,David Raya,Spain,https://crests.football-data.org/760.svg,Goalkeeper,1995-09-15,Spain,https://img.sofascore.com/api/v1/player/4832/image
32570,Unai Simón,Spain,https://crests.football-data.org/760.svg,Goalkeeper,1997-06-11,Spain,https://img.sofascore.com/api/v1/player/32570/image
152506,Joan García,Spain,https://crests.football-data.org/760.svg,Goalkeeper,2001-05-04,Spain,https://img.sofascore.com/api/v1/player/152506/image
7884,Aymeric Laporte,Spain,https://crests.football-data.org/760.svg,Defence,1994-05-27,Spain,https://img.sofascore.com/api/v1/player/7884/image
15863,Cucurella,Spain,https://crests.football-data.org/760.svg,Defence,1998-07-22,Spain,https://img.sofascore.com/api/v1/player/15863/image
16739,Alejandro Grimaldo,Spain,https://crests.football-data.org/760.svg,Defence,1995-09-20,Spain,https://img.sofascore.com/api/v1/player/16739/image
81037,Pedro Porro,Spain,https://crests.football-data.org/760.svg,Defence,1999-09-13,Spain,https://img.sofascore.com/api/v1/player/81037/image
101345,Eric García,Spain,https://crests.football-data.org/760.svg,Defence,2001-01-09,Spain,https://img.sofascore.com/api/v1/player/101345/image
176745,Marc Pubill,Spain,https://crests.football-data.org/760.svg,Defence,2003-06-20,Spain,https://img.sofascore.com/api/v1/player/176745/image
217540,Pau Cubarsí,Spain,https://crests.football-data.org/760.svg,Defence,2007-01-22,Spain,https://img.sofascore.com/api/v1/player/217540/image
22,Fabián Ruiz,Spain,https://crests.football-data.org/760.svg,Midfield,1996-04-03,Spain,https://img.sofascore.com/api/v1/player/22/image
70,Marcos Llorente,Spain,https://crests.football-data.org/760.svg,Midfield,1995-01-30,Spain,https://img.sofascore.com/api/v1/player/70/image
3199,Rodri,Spain,https://crests.football-data.org/760.svg,Midfield,1996-06-22,Spain,https://img.sofascore.com/api/v1/player/3199/image
7935,Mikel Merino,Spain,https://crests.football-data.org/760.svg,Midfield,1996-06-22,Spain,https://img.sofascore.com/api/v1/player/7935/image
23132,Dani Olmo,Spain,https://crests.football-data.org/760.svg,Midfield,1998-05-07,Spain,https://img.sofascore.com/api/v1/player/23132/image
33154,Ferrán Torres,Spain,https://crests.football-data.org/760.svg,Midfield,2000-02-29,Spain,https://img.sofascore.com/api/v1/player/33154/image
115035,Martín Zubimendi,Spain,https://crests.football-data.org/760.svg,Midfield,1999-02-02,Spain,https://img.sofascore.com/api/v1/player/115035/image
133860,Pedri,Spain,https://crests.football-data.org/760.svg,Midfield,2002-11-25,Spain,https://img.sofascore.com/api/v1/player/133860/image
171992,Pablo Gavira,Spain,https://crests.football-data.org/760.svg,Midfield,2004-08-05,Spain,https://img.sofascore.com/api/v1/player/171992/image
180137,Mikel Oyarzabal,Spain,https://crests.football-data.org/760.svg,Midfield,1997-04-21,Spain,https://img.sofascore.com/api/v1/player/180137/image
213278,Álex Baena,Spain,https://crests.football-data.org/760.svg,Midfield,2001-07-20,Spain,https://img.sofascore.com/api/v1/player/213278/image
32056,Borja Iglesias,Spain,https://crests.football-data.org/760.svg,Offence,1993-01-17,Spain,https://img.sofascore.com/api/v1/player/32056/image
152505,Yeremi Pino,Spain,https://crests.football-data.org/760.svg,Offence,2002-10-20,Spain,https://img.sofascore.com/api/v1/player/152505/image
157135,Nico Williams,Spain,https://crests.football-data.org/760.svg,Offence,2002-07-12,Spain,https://img.sofascore.com/api/v1/player/157135/image
202283,Lamine Yamal,Spain,https://crests.football-data.org/760.svg,Offence,2007-07-13,Spain,https://img.sofascore.com/api/v1/player/202283/image
273423,Víctor Muñoz,Spain,https://crests.football-data.org/760.svg,Offence,2003-07-13,Spain,https://img.sofascore.com/api/v1/player/273423/image
28294,Gastón Olveira,Paraguay,https://crests.football-data.org/761.svg,Goalkeeper,1993-04-21,Paraguay,https://img.sofascore.com/api/v1/player/28294/image
169622,Roberto Fernández,Paraguay,https://crests.football-data.org/761.svg,Goalkeeper,1988-03-29,Paraguay,https://img.sofascore.com/api/v1/player/169622/image
270728,Orlando Gill,Paraguay,https://crests.football-data.org/761.svg,Goalkeeper,2000-06-11,Paraguay,https://img.sofascore.com/api/v1/player/270728/image
1436,Fabián Balbuena,Paraguay,https://crests.football-data.org/761.svg,Defence,1991-08-23,Paraguay,https://img.sofascore.com/api/v1/player/1436/image
1741,Gustavo Gómez,Paraguay,https://crests.football-data.org/761.svg,Defence,1993-05-06,Paraguay,https://img.sofascore.com/api/v1/player/1741/image
8395,Júnior Alonso,Paraguay,https://crests.football-data.org/761.svg,Defence,1993-02-09,Paraguay,https://img.sofascore.com/api/v1/player/8395/image
46491,Omar Alderete,Paraguay,https://crests.football-data.org/761.svg,Defence,1996-12-26,Paraguay,https://img.sofascore.com/api/v1/player/46491/image
141752,Juan Cáceres,Paraguay,https://crests.football-data.org/761.svg,Defence,2000-06-01,Paraguay,https://img.sofascore.com/api/v1/player/141752/image
172169,Gustavo Velázquez,Paraguay,https://crests.football-data.org/761.svg,Defence,1991-04-17,Paraguay,https://img.sofascore.com/api/v1/player/172169/image
178832,José Canale,Paraguay,https://crests.football-data.org/761.svg,Defence,1996-07-20,Paraguay,https://img.sofascore.com/api/v1/player/178832/image
274608,Alexandro Maidana,Paraguay,https://crests.football-data.org/761.svg,Defence,2005-07-26,Paraguay,https://img.sofascore.com/api/v1/player/274608/image
46467,Andrés Cubas,Paraguay,https://crests.football-data.org/761.svg,Midfield,1996-05-11,Paraguay,https://img.sofascore.com/api/v1/player/46467/image
57316,Kaku,Paraguay,https://crests.football-data.org/761.svg,Midfield,1995-01-11,Paraguay,https://img.sofascore.com/api/v1/player/57316/image
76861,Miguel Almirón,Paraguay,https://crests.football-data.org/761.svg,Midfield,1994-02-10,Paraguay,https://img.sofascore.com/api/v1/player/76861/image
119594,Mauricio,Paraguay,https://crests.football-data.org/761.svg,Midfield,2001-06-22,Paraguay,https://img.sofascore.com/api/v1/player/119594/image
122397,Braian Ojeda,Paraguay,https://crests.football-data.org/761.svg,Midfield,2000-06-27,Paraguay,https://img.sofascore.com/api/v1/player/122397/image
165622,Matías Galarza,Paraguay,https://crests.football-data.org/761.svg,Midfield,2002-02-11,Paraguay,https://img.sofascore.com/api/v1/player/165622/image
168954,Damian Bobadilla,Paraguay,https://crests.football-data.org/761.svg,Midfield,2001-07-11,Paraguay,https://img.sofascore.com/api/v1/player/168954/image
178951,Diego Gómez,Paraguay,https://crests.football-data.org/761.svg,Midfield,2003-03-27,Paraguay,https://img.sofascore.com/api/v1/player/178951/image
14,Antonio Sanabria,Paraguay,https://crests.football-data.org/761.svg,Offence,1996-03-04,Paraguay,https://img.sofascore.com/api/v1/player/14/image
59693,Gabriel Ávalos,Paraguay,https://crests.football-data.org/761.svg,Offence,1990-10-12,Paraguay,https://img.sofascore.com/api/v1/player/59693/image
114353,Isidro Pitta,Paraguay,https://crests.football-data.org/761.svg,Offence,1999-08-14,Paraguay,https://img.sofascore.com/api/v1/player/114353/image
140647,Ramón Sosa,Paraguay,https://crests.football-data.org/761.svg,Offence,1999-08-31,Paraguay,https://img.sofascore.com/api/v1/player/140647/image
168949,Julio Enciso,Paraguay,https://crests.football-data.org/761.svg,Offence,2004-01-23,Paraguay,https://img.sofascore.com/api/v1/player/168949/image
191772,Gustavo Caballero,Paraguay,https://crests.football-data.org/761.svg,Offence,2001-09-21,Paraguay,https://img.sofascore.com/api/v1/player/191772/image
250206,Alex Arce,Paraguay,https://crests.football-data.org/761.svg,Offence,1995-06-16,Paraguay,https://img.sofascore.com/api/v1/player/250206/image
6,Géronimo Rulli,Argentina,https://crests.football-data.org/762.png,Goalkeeper,1992-05-20,Argentina,https://img.sofascore.com/api/v1/player/6/image
3141,Emiliano Martínez,Argentina,https://crests.football-data.org/762.png,Goalkeeper,1992-09-02,Argentina,https://img.sofascore.com/api/v1/player/3141/image
46554,Juan Musso,Argentina,https://crests.football-data.org/762.png,Goalkeeper,1994-05-06,Argentina,https://img.sofascore.com/api/v1/player/46554/image
3205,Nicolás Otamendi,Argentina,https://crests.football-data.org/762.png,Defence,1988-02-12,Argentina,https://img.sofascore.com/api/v1/player/3205/image
3208,Nicolás Tagliafico,Argentina,https://crests.football-data.org/762.png,Defence,1992-08-31,Argentina,https://img.sofascore.com/api/v1/player/3208/image
11667,Gonzalo Montiel,Argentina,https://crests.football-data.org/762.png,Defence,1997-01-01,Argentina,https://img.sofascore.com/api/v1/player/11667/image
45735,Christian Romero,Argentina,https://crests.football-data.org/762.png,Defence,1998-04-27,Argentina,https://img.sofascore.com/api/v1/player/45735/image
46125,Facundo Medina,Argentina,https://crests.football-data.org/762.png,Defence,1999-05-28,Argentina,https://img.sofascore.com/api/v1/player/46125/image
46451,Lisandro Martínez,Argentina,https://crests.football-data.org/762.png,Defence,1998-01-18,Argentina,https://img.sofascore.com/api/v1/player/46451/image
46452,Nahuel Molina,Argentina,https://crests.football-data.org/762.png,Defence,1998-04-06,Argentina,https://img.sofascore.com/api/v1/player/46452/image
82020,Leonardo Balerdi,Argentina,https://crests.football-data.org/762.png,Defence,1999-01-26,Argentina,https://img.sofascore.com/api/v1/player/82020/image
170261,Valentin Barco,Argentina,https://crests.football-data.org/762.png,Defence,2004-07-23,Argentina,https://img.sofascore.com/api/v1/player/170261/image
2127,Rodrigo de Paul,Argentina,https://crests.football-data.org/762.png,Midfield,1994-05-24,Argentina,https://img.sofascore.com/api/v1/player/2127/image
3214,Leandro Paredes,Argentina,https://crests.football-data.org/762.png,Midfield,1994-06-29,Argentina,https://img.sofascore.com/api/v1/player/3214/image
3216,Giovani Lo Celso,Argentina,https://crests.football-data.org/762.png,Midfield,1996-04-09,Argentina,https://img.sofascore.com/api/v1/player/3216/image
11720,Exequiel Palacios,Argentina,https://crests.football-data.org/762.png,Midfield,1998-10-05,Argentina,https://img.sofascore.com/api/v1/player/11720/image
45681,Alexis Mac Allister,Argentina,https://crests.football-data.org/762.png,Midfield,1998-12-24,Argentina,https://img.sofascore.com/api/v1/player/45681/image
79953,Thiago Almada,Argentina,https://crests.football-data.org/762.png,Midfield,2001-04-26,Argentina,https://img.sofascore.com/api/v1/player/79953/image
102603,Enzo Fernández,Argentina,https://crests.football-data.org/762.png,Midfield,2001-01-17,Argentina,https://img.sofascore.com/api/v1/player/102603/image
203511,Nico Paz,Argentina,https://crests.football-data.org/762.png,Midfield,2004-09-08,Argentina,https://img.sofascore.com/api/v1/player/203511/image
3218,Lionel Messi,Argentina,https://crests.football-data.org/762.png,Offence,1987-06-24,Argentina,https://img.sofascore.com/api/v1/player/3218/image
3220,Lautaro Martínez,Argentina,https://crests.football-data.org/762.png,Offence,1997-08-22,Argentina,https://img.sofascore.com/api/v1/player/3220/image
45680,Nicolás González,Argentina,https://crests.football-data.org/762.png,Offence,1998-04-06,Argentina,https://img.sofascore.com/api/v1/player/45680/image
98571,Julián Álvarez,Argentina,https://crests.football-data.org/762.png,Offence,2000-01-31,Argentina,https://img.sofascore.com/api/v1/player/98571/image
170698,José Manuel López,Argentina,https://crests.football-data.org/762.png,Offence,2000-12-06,Argentina,https://img.sofascore.com/api/v1/player/170698/image
171964,Giuliano Simeone,Argentina,https://crests.football-data.org/762.png,Offence,2002-12-18,Argentina,https://img.sofascore.com/api/v1/player/171964/image
495,Lawrence Ati-Zigi,Ghana,https://crests.football-data.org/ghana.svg,Goalkeeper,1996-11-29,Ghana,https://img.sofascore.com/api/v1/player/495/image
137390,Joseph Anang,Ghana,https://crests.football-data.org/ghana.svg,Goalkeeper,2000-06-08,England,https://img.sofascore.com/api/v1/player/137390/image
277336,Benjamin Asare,Ghana,https://crests.football-data.org/ghana.svg,Goalkeeper,1992-07-13,Ghana,https://img.sofascore.com/api/v1/player/277336/image
6499,Abdul Rahman Baba,Ghana,https://crests.football-data.org/ghana.svg,Defence,1994-07-02,Ghana,https://img.sofascore.com/api/v1/player/6499/image
7442,Derrick Luckassen,Ghana,https://crests.football-data.org/ghana.svg,Defence,1995-07-03,Netherlands,https://img.sofascore.com/api/v1/player/7442/image
16340,Gideon Mensah,Ghana,https://crests.football-data.org/ghana.svg,Defence,1998-07-18,Ghana,https://img.sofascore.com/api/v1/player/16340/image
25641,Abdul Mumin,Ghana,https://crests.football-data.org/ghana.svg,Defence,1998-06-06,Ghana,https://img.sofascore.com/api/v1/player/25641/image
128235,Jerome Opoku,Ghana,https://crests.football-data.org/ghana.svg,Defence,1998-10-14,Ghana,https://img.sofascore.com/api/v1/player/128235/image
147893,Alidu Seidu,Ghana,https://crests.football-data.org/ghana.svg,Defence,2000-06-04,Ghana,https://img.sofascore.com/api/v1/player/147893/image
153924,Marvin Senaya,Ghana,https://crests.football-data.org/ghana.svg,Defence,2001-01-28,Ghana,https://img.sofascore.com/api/v1/player/153924/image
191269,Jonas Adjei Adjetey,Ghana,https://crests.football-data.org/ghana.svg,Defence,2003-12-13,Ghana,https://img.sofascore.com/api/v1/player/191269/image
202896,Kojo Peprah Oppong,Ghana,https://crests.football-data.org/ghana.svg,Defence,2004-06-04,Ghana,https://img.sofascore.com/api/v1/player/202896/image
110,Thomas Partey,Ghana,https://crests.football-data.org/ghana.svg,Midfield,1993-06-13,Ghana,https://img.sofascore.com/api/v1/player/110/image
8470,Elisha Owusu,Ghana,https://crests.football-data.org/ghana.svg,Midfield,1997-11-07,Ghana,https://img.sofascore.com/api/v1/player/8470/image
79960,Kwasi Sibo,Ghana,https://crests.football-data.org/ghana.svg,Midfield,1998-06-24,Ghana,https://img.sofascore.com/api/v1/player/79960/image
175747,Augustine Boakye,Ghana,https://crests.football-data.org/ghana.svg,Midfield,2000-11-03,Ghana,https://img.sofascore.com/api/v1/player/175747/image
262187,Caleb Yirenkyi,Ghana,https://crests.football-data.org/ghana.svg,Midfield,2006-01-15,Ghana,https://img.sofascore.com/api/v1/player/262187/image
4417,Antoine Semenyo,Ghana,https://crests.football-data.org/ghana.svg,Offence,2000-01-07,Ghana,https://img.sofascore.com/api/v1/player/4417/image
6389,Brandon Thomas-Asante,Ghana,https://crests.football-data.org/ghana.svg,Offence,1998-12-29,Ghana,https://img.sofascore.com/api/v1/player/6389/image
7984,Jordan Ayew,Ghana,https://crests.football-data.org/ghana.svg,Offence,1991-09-11,Ghana,https://img.sofascore.com/api/v1/player/7984/image
32629,Iñaki Williams,Ghana,https://crests.football-data.org/ghana.svg,Offence,1994-06-15,Ghana,https://img.sofascore.com/api/v1/player/32629/image
142140,Kamal Deen Sulemana,Ghana,https://crests.football-data.org/ghana.svg,Offence,2002-02-15,Ghana,https://img.sofascore.com/api/v1/player/142140/image
184726,Ernest Nuamah,Ghana,https://crests.football-data.org/ghana.svg,Offence,2003-11-01,Ghana,https://img.sofascore.com/api/v1/player/184726/image
187162,Abdul Issahaku,Ghana,https://crests.football-data.org/ghana.svg,Offence,2004-03-08,Ghana,https://img.sofascore.com/api/v1/player/187162/image
193596,Christopher Bonsu Baah,Ghana,https://crests.football-data.org/ghana.svg,Offence,2004-12-14,Ghana,https://img.sofascore.com/api/v1/player/193596/image
218805,Prince Adu,Ghana,https://crests.football-data.org/ghana.svg,Offence,2003-09-23,Ghana,https://img.sofascore.com/api/v1/player/218805/image
1170,Weverton,Brazil,https://crests.football-data.org/764.svg,Goalkeeper,1987-12-13,Brazil,https://img.sofascore.com/api/v1/player/1170/image
1795,Alisson Becker,Brazil,https://crests.football-data.org/764.svg,Goalkeeper,1992-10-02,Brazil,https://img.sofascore.com/api/v1/player/1795/image
3222,Ederson,Brazil,https://crests.football-data.org/764.svg,Goalkeeper,1993-08-17,Brazil,https://img.sofascore.com/api/v1/player/3222/image
1081,Roger Ibañez,Brazil,https://crests.football-data.org/764.svg,Defence,1998-11-23,Brazil,https://img.sofascore.com/api/v1/player/1081/image
1106,Bremer,Brazil,https://crests.football-data.org/764.svg,Defence,1997-03-18,Brazil,https://img.sofascore.com/api/v1/player/1106/image
2028,Alex Sandro,Brazil,https://crests.football-data.org/764.svg,Defence,1991-01-26,Brazil,https://img.sofascore.com/api/v1/player/2028/image
3225,Marquinhos,Brazil,https://crests.football-data.org/764.svg,Defence,1994-05-14,Brazil,https://img.sofascore.com/api/v1/player/3225/image
6517,Douglas Santos,Brazil,https://crests.football-data.org/764.svg,Defence,1994-03-22,Brazil,https://img.sofascore.com/api/v1/player/6517/image
7881,Danilo Luiz da Silva,Brazil,https://crests.football-data.org/764.svg,Defence,1991-07-15,Brazil,https://img.sofascore.com/api/v1/player/7881/image
11192,Léo Pereira,Brazil,https://crests.football-data.org/764.svg,Defence,1996-01-31,Brazil,https://img.sofascore.com/api/v1/player/11192/image
23128,Gabriel Magalhães,Brazil,https://crests.football-data.org/764.svg,Defence,1997-12-19,Brazil,https://img.sofascore.com/api/v1/player/23128/image
179164,Wesley,Brazil,https://crests.football-data.org/764.svg,Defence,2003-09-06,Brazil,https://img.sofascore.com/api/v1/player/179164/image
1543,Lucas Paquetá,Brazil,https://crests.football-data.org/764.svg,Midfield,1997-08-27,Brazil,https://img.sofascore.com/api/v1/player/1543/image
1684,Bruno Guimarães,Brazil,https://crests.football-data.org/764.svg,Midfield,1997-11-16,Brazil,https://img.sofascore.com/api/v1/player/1684/image
3231,Casemiro,Brazil,https://crests.football-data.org/764.svg,Midfield,1992-02-23,Brazil,https://img.sofascore.com/api/v1/player/3231/image
8749,Fabinho,Brazil,https://crests.football-data.org/764.svg,Midfield,1993-10-23,Brazil,https://img.sofascore.com/api/v1/player/8749/image
149704,Danilo dos Santos de Oliveira,Brazil,https://crests.football-data.org/764.svg,Midfield,2001-04-29,Brazil,https://img.sofascore.com/api/v1/player/149704/image
1556,Vinicius Junior,Brazil,https://crests.football-data.org/764.svg,Offence,2000-07-12,Brazil,https://img.sofascore.com/api/v1/player/1556/image
8491,Neymar,Brazil,https://crests.football-data.org/764.svg,Offence,1992-02-05,Brazil,https://img.sofascore.com/api/v1/player/8491/image
30842,Matheus Cunha,Brazil,https://crests.football-data.org/764.svg,Offence,1999-05-27,Brazil,https://img.sofascore.com/api/v1/player/30842/image
37428,Raphinha,Brazil,https://crests.football-data.org/764.svg,Offence,1996-12-14,Brazil,https://img.sofascore.com/api/v1/player/37428/image
61450,Martinelli,Brazil,https://crests.football-data.org/764.svg,Offence,2001-06-18,Brazil,https://img.sofascore.com/api/v1/player/61450/image
138230,Thiago,Brazil,https://crests.football-data.org/764.svg,Offence,2001-06-26,Brazil,https://img.sofascore.com/api/v1/player/138230/image
145539,Luiz Henrique,Brazil,https://crests.football-data.org/764.svg,Offence,2001-01-02,Brazil,https://img.sofascore.com/api/v1/player/145539/image
188487,Endrick,Brazil,https://crests.football-data.org/764.svg,Offence,2006-07-21,Brazil,https://img.sofascore.com/api/v1/player/188487/image
203356,Rayan,Brazil,https://crests.football-data.org/764.svg,Offence,2006-08-03,Brazil,https://img.sofascore.com/api/v1/player/203356/image
15899,José Sá,Portugal,https://crests.football-data.org/765.svg,Goalkeeper,1993-01-17,Portugal,https://img.sofascore.com/api/v1/player/15899/image
32014,Rui Silva,Portugal,https://crests.football-data.org/765.svg,Goalkeeper,1994-02-07,Portugal,https://img.sofascore.com/api/v1/player/32014/image
37362,Diogo Costa,Portugal,https://crests.football-data.org/765.svg,Goalkeeper,1999-09-19,Switzerland,https://img.sofascore.com/api/v1/player/37362/image
2000,João Cancelo,Portugal,https://crests.football-data.org/765.svg,Defence,1994-05-27,Portugal,https://img.sofascore.com/api/v1/player/2000/image
10183,Rúben Dias,Portugal,https://crests.football-data.org/765.svg,Defence,1997-05-14,Portugal,https://img.sofascore.com/api/v1/player/10183/image
15862,Nélson Semedo,Portugal,https://crests.football-data.org/765.svg,Defence,1993-11-16,Portugal,https://img.sofascore.com/api/v1/player/15862/image
15905,Diogo Dalot,Portugal,https://crests.football-data.org/765.svg,Defence,1999-03-18,Portugal,https://img.sofascore.com/api/v1/player/15905/image
91512,Matheus Nunes,Portugal,https://crests.football-data.org/765.svg,Defence,1998-08-27,Portugal,https://img.sofascore.com/api/v1/player/91512/image
144570,Nuno Mendes,Portugal,https://crests.football-data.org/765.svg,Defence,2002-06-19,Portugal,https://img.sofascore.com/api/v1/player/144570/image
